customer_id,join_date,city_id,gender_id,city_name,gender_name,join_year,join_month,join_day,transaction_id,transaction_date,transaction_status,coupon_name,burn_date,branch_id,merchant_id,merchant_name,transaction_year,transaction_month,transaction_day,burn_year,burn_month,burn_day,time_between_transactions,time_to_burn,subscribed_duration
261,2022-10-09,20,2,Sohag,Female,2022,10,9,115,2023-04-01,burned,rwU-084,2023-06-11,2,18,Lewis LLC,2023,4,1,2023.0,6.0,11.0,43.0,71.0,
261,2022-10-09,20,2,Sohag,Female,2022,10,9,1281,2023-07-29,burned,STW-788,2023-10-24,4,15,Butler-Gomez,2023,7,29,2023.0,10.0,24.0,119.0,87.0,
261,2022-10-09,20,2,Sohag,Female,2022,10,9,944,2023-08-09,subscribed,sqb-382,,8,20,Griffin-Leblanc,2023,8,9,,,,11.0,,510.0
261,2022-10-09,20,2,Sohag,Female,2022,10,9,3662,2024-01-29,burned,emx-508,2024-03-24,5,9,"Campbell, Shaffer and Martinez",2024,1,29,2024.0,3.0,24.0,173.0,55.0,
262,2021-08-16,8,2,El-Mahalla El-Kubra,Female,2021,8,16,1860,2021-10-06,subscribed,DXI-806,,4,15,Butler-Gomez,2021,10,6,,,,0.0,,1182.0
262,2021-08-16,8,2,El-Mahalla El-Kubra,Female,2021,8,16,3191,2021-10-28,burned,Efh-842,2022-01-02,9,13,Thomas-Nelson,2021,10,28,2022.0,1.0,2.0,22.0,66.0,
262,2021-08-16,8,2,El-Mahalla El-Kubra,Female,2021,8,16,2131,2022-05-30,subscribed,lkK-295,,10,13,Thomas-Nelson,2022,5,30,,,,214.0,,946.0
262,2021-08-16,8,2,El-Mahalla El-Kubra,Female,2021,8,16,1853,2022-12-17,burned,RzG-151,2023-01-31,8,20,Griffin-Leblanc,2022,12,17,2023.0,1.0,31.0,201.0,45.0,
262,2021-08-16,8,2,El-Mahalla El-Kubra,Female,2021,8,16,654,2023-06-11,burned,Spc-197,2023-06-27,10,13,Thomas-Nelson,2023,6,11,2023.0,6.0,27.0,176.0,16.0,
262,2021-08-16,8,2,El-Mahalla El-Kubra,Female,2021,8,16,3454,2023-07-21,burned,cWC-952,2023-10-14,3,8,Medina-Foster,2023,7,21,2023.0,10.0,14.0,40.0,85.0,
263,2023-06-07,7,2,Mansoura,Female,2023,6,7,2610,2023-07-27,burned,Rte-880,2023-08-05,8,20,Griffin-Leblanc,2023,7,27,2023.0,8.0,5.0,0.0,9.0,
263,2023-06-07,7,2,Mansoura,Female,2023,6,7,776,2023-09-12,subscribed,zgp-229,,7,7,Berry-Anderson,2023,9,12,,,,47.0,,476.0
263,2023-06-07,7,2,Mansoura,Female,2023,6,7,408,2024-02-28,subscribed,POv-713,,6,15,Butler-Gomez,2024,2,28,,,,169.0,,307.0
263,2023-06-07,7,2,Mansoura,Female,2023,6,7,506,2024-05-10,burned,TmJ-415,2024-07-21,5,9,"Campbell, Shaffer and Martinez",2024,5,10,2024.0,7.0,21.0,72.0,72.0,
264,2023-01-01,3,2,Giza,Female,2023,1,1,4260,2023-02-17,burned,zFo-392,2023-05-04,5,9,"Campbell, Shaffer and Martinez",2023,2,17,2023.0,5.0,4.0,0.0,76.0,
264,2023-01-01,3,2,Giza,Female,2023,1,1,4044,2023-06-18,subscribed,dGM-707,,10,13,Thomas-Nelson,2023,6,18,,,,121.0,,562.0
264,2023-01-01,3,2,Giza,Female,2023,1,1,575,2023-10-09,burned,ult-733,2023-12-15,8,20,Griffin-Leblanc,2023,10,9,2023.0,12.0,15.0,113.0,67.0,
264,2023-01-01,3,2,Giza,Female,2023,1,1,2340,2024-04-07,burned,jYU-949,2024-07-05,9,13,Thomas-Nelson,2024,4,7,2024.0,7.0,5.0,181.0,89.0,
265,2022-02-25,17,2,Damanhur,Female,2022,2,25,4580,2023-02-06,subscribed,TbR-045,,8,20,Griffin-Leblanc,2023,2,6,,,,0.0,,694.0
265,2022-02-25,17,2,Damanhur,Female,2022,2,25,1583,2023-02-10,subscribed,wfv-760,,8,20,Griffin-Leblanc,2023,2,10,,,,4.0,,690.0
265,2022-02-25,17,2,Damanhur,Female,2022,2,25,1746,2023-02-17,subscribed,Dbb-695,,4,15,Butler-Gomez,2023,2,17,,,,7.0,,683.0
265,2022-02-25,17,2,Damanhur,Female,2022,2,25,2370,2023-11-15,burned,fgE-884,2024-01-03,7,7,Berry-Anderson,2023,11,15,2024.0,1.0,3.0,271.0,49.0,
265,2022-02-25,17,2,Damanhur,Female,2022,2,25,3916,2024-03-18,burned,oRd-198,2024-03-29,8,20,Griffin-Leblanc,2024,3,18,2024.0,3.0,29.0,124.0,11.0,
265,2022-02-25,17,2,Damanhur,Female,2022,2,25,2939,2024-03-23,burned,iGE-838,2024-04-11,6,15,Butler-Gomez,2024,3,23,2024.0,4.0,11.0,5.0,19.0,
266,2022-06-21,1,1,Cairo,Male,2022,6,21,3420,2022-07-15,burned,dlV-826,2022-09-22,10,13,Thomas-Nelson,2022,7,15,2022.0,9.0,22.0,0.0,69.0,
266,2022-06-21,1,1,Cairo,Male,2022,6,21,1991,2022-09-24,subscribed,TBS-813,,8,20,Griffin-Leblanc,2022,9,24,,,,71.0,,829.0
266,2022-06-21,1,1,Cairo,Male,2022,6,21,695,2022-12-19,subscribed,aQw-814,,3,8,Medina-Foster,2022,12,19,,,,86.0,,743.0
266,2022-06-21,1,1,Cairo,Male,2022,6,21,2983,2023-11-27,subscribed,xsB-226,,10,13,Thomas-Nelson,2023,11,27,,,,343.0,,400.0
266,2022-06-21,1,1,Cairo,Male,2022,6,21,4350,2024-01-29,subscribed,CkK-729,,4,15,Butler-Gomez,2024,1,29,,,,63.0,,337.0
267,2021-08-07,16,1,Minya,Male,2021,8,7,2769,2021-11-25,burned,noD-550,2022-01-17,3,8,Medina-Foster,2021,11,25,2022.0,1.0,17.0,0.0,53.0,
267,2021-08-07,16,1,Minya,Male,2021,8,7,3941,2022-04-27,subscribed,iHH-059,,3,8,Medina-Foster,2022,4,27,,,,153.0,,979.0
267,2021-08-07,16,1,Minya,Male,2021,8,7,2230,2022-06-17,subscribed,LOd-464,,8,20,Griffin-Leblanc,2022,6,17,,,,51.0,,928.0
267,2021-08-07,16,1,Minya,Male,2021,8,7,325,2023-04-24,burned,eQD-434,2023-07-18,6,15,Butler-Gomez,2023,4,24,2023.0,7.0,18.0,311.0,85.0,
268,2024-01-10,12,1,Fayyum,Male,2024,1,10,70,2024-01-12,burned,yfa-738,2024-03-27,2,18,Lewis LLC,2024,1,12,2024.0,3.0,27.0,0.0,75.0,
268,2024-01-10,12,1,Fayyum,Male,2024,1,10,1938,2024-02-26,subscribed,lnz-740,,6,15,Butler-Gomez,2024,2,26,,,,45.0,,309.0
268,2024-01-10,12,1,Fayyum,Male,2024,1,10,2015,2024-03-05,subscribed,RqY-376,,8,20,Griffin-Leblanc,2024,3,5,,,,8.0,,301.0
268,2024-01-10,12,1,Fayyum,Male,2024,1,10,1516,2024-03-17,subscribed,IdX-864,,9,13,Thomas-Nelson,2024,3,17,,,,12.0,,289.0
268,2024-01-10,12,1,Fayyum,Male,2024,1,10,4271,2024-05-07,burned,kdr-334,2024-05-08,7,7,Berry-Anderson,2024,5,7,2024.0,5.0,8.0,51.0,1.0,
268,2024-01-10,12,1,Fayyum,Male,2024,1,10,1493,2024-05-12,subscribed,pNj-323,,6,15,Butler-Gomez,2024,5,12,,,,5.0,,233.0
268,2024-01-10,12,1,Fayyum,Male,2024,1,10,1780,2024-06-03,burned,eRz-004,2024-07-12,1,11,"Smith, Lawson and Hernandez",2024,6,3,2024.0,7.0,12.0,22.0,39.0,
268,2024-01-10,12,1,Fayyum,Male,2024,1,10,4592,2024-06-17,subscribed,cmp-377,,4,15,Butler-Gomez,2024,6,17,,,,14.0,,197.0
269,2021-07-31,19,1,Qena,Male,2021,7,31,4898,2023-01-01,subscribed,hbJ-655,,4,15,Butler-Gomez,2023,1,1,,,,0.0,,730.0
269,2021-07-31,19,1,Qena,Male,2021,7,31,4657,2023-05-04,subscribed,BZr-385,,5,9,"Campbell, Shaffer and Martinez",2023,5,4,,,,123.0,,607.0
269,2021-07-31,19,1,Qena,Male,2021,7,31,3767,2023-09-11,subscribed,Qlw-776,,5,9,"Campbell, Shaffer and Martinez",2023,9,11,,,,130.0,,477.0
269,2021-07-31,19,1,Qena,Male,2021,7,31,3940,2024-06-12,burned,yyY-542,2024-08-10,6,15,Butler-Gomez,2024,6,12,2024.0,8.0,10.0,275.0,59.0,
269,2021-07-31,19,1,Qena,Male,2021,7,31,1557,2024-06-24,subscribed,YfG-953,,1,11,"Smith, Lawson and Hernandez",2024,6,24,,,,12.0,,190.0
270,2022-05-22,14,2,Damietta,Female,2022,5,22,1710,2022-07-29,subscribed,VPI-974,,6,15,Butler-Gomez,2022,7,29,,,,0.0,,886.0
270,2022-05-22,14,2,Damietta,Female,2022,5,22,129,2023-06-27,subscribed,RNS-746,,1,11,"Smith, Lawson and Hernandez",2023,6,27,,,,333.0,,553.0
270,2022-05-22,14,2,Damietta,Female,2022,5,22,1319,2023-07-17,subscribed,kcH-469,,5,9,"Campbell, Shaffer and Martinez",2023,7,17,,,,20.0,,533.0
270,2022-05-22,14,2,Damietta,Female,2022,5,22,3225,2023-10-22,burned,oTW-720,2023-11-01,10,13,Thomas-Nelson,2023,10,22,2023.0,11.0,1.0,97.0,10.0,
270,2022-05-22,14,2,Damietta,Female,2022,5,22,4432,2024-06-10,burned,TRj-220,2024-07-04,2,18,Lewis LLC,2024,6,10,2024.0,7.0,4.0,232.0,24.0,
271,2022-02-14,6,1,Suez,Male,2022,2,14,4724,2023-02-04,burned,wJr-408,2023-04-08,2,18,Lewis LLC,2023,2,4,2023.0,4.0,8.0,0.0,63.0,
271,2022-02-14,6,1,Suez,Male,2022,2,14,4385,2023-08-01,burned,jYN-178,2023-09-30,10,13,Thomas-Nelson,2023,8,1,2023.0,9.0,30.0,178.0,60.0,
271,2022-02-14,6,1,Suez,Male,2022,2,14,3041,2024-04-04,burned,kkF-665,2024-06-02,5,9,"Campbell, Shaffer and Martinez",2024,4,4,2024.0,6.0,2.0,247.0,59.0,
271,2022-02-14,6,1,Suez,Male,2022,2,14,3471,2024-05-09,burned,pBN-584,2024-08-06,9,13,Thomas-Nelson,2024,5,9,2024.0,8.0,6.0,35.0,89.0,
272,2023-08-17,6,2,Suez,Female,2023,8,17,2848,2023-10-21,burned,WKz-519,2024-01-08,7,7,Berry-Anderson,2023,10,21,2024.0,1.0,8.0,0.0,79.0,
272,2023-08-17,6,2,Suez,Female,2023,8,17,1639,2023-12-23,subscribed,YnI-396,,10,13,Thomas-Nelson,2023,12,23,,,,63.0,,374.0
272,2023-08-17,6,2,Suez,Female,2023,8,17,3132,2024-02-11,burned,fPs-170,2024-03-18,9,13,Thomas-Nelson,2024,2,11,2024.0,3.0,18.0,50.0,36.0,
272,2023-08-17,6,2,Suez,Female,2023,8,17,4530,2024-05-14,burned,XBV-716,2024-08-03,3,8,Medina-Foster,2024,5,14,2024.0,8.0,3.0,93.0,81.0,
273,2023-04-26,13,1,Zagazig,Male,2023,4,26,4603,2023-09-11,burned,suT-907,2023-10-16,2,18,Lewis LLC,2023,9,11,2023.0,10.0,16.0,0.0,35.0,
273,2023-04-26,13,1,Zagazig,Male,2023,4,26,1000,2023-09-23,subscribed,kHa-631,,1,11,"Smith, Lawson and Hernandez",2023,9,23,,,,12.0,,465.0
273,2023-04-26,13,1,Zagazig,Male,2023,4,26,2878,2023-10-13,subscribed,OCn-882,,6,15,Butler-Gomez,2023,10,13,,,,20.0,,445.0
273,2023-04-26,13,1,Zagazig,Male,2023,4,26,2205,2024-01-19,burned,TaM-024,2024-03-03,8,20,Griffin-Leblanc,2024,1,19,2024.0,3.0,3.0,98.0,44.0,
273,2023-04-26,13,1,Zagazig,Male,2023,4,26,1628,2024-03-04,burned,ToC-685,2024-05-01,6,15,Butler-Gomez,2024,3,4,2024.0,5.0,1.0,45.0,58.0,
273,2023-04-26,13,1,Zagazig,Male,2023,4,26,4638,2024-03-19,subscribed,LEF-345,,7,7,Berry-Anderson,2024,3,19,,,,15.0,,287.0
273,2023-04-26,13,1,Zagazig,Male,2023,4,26,1170,2024-03-23,subscribed,Gqf-180,,3,8,Medina-Foster,2024,3,23,,,,4.0,,283.0
273,2023-04-26,13,1,Zagazig,Male,2023,4,26,4509,2024-05-14,burned,mGy-124,2024-07-31,2,18,Lewis LLC,2024,5,14,2024.0,7.0,31.0,52.0,78.0,
274,2021-12-11,19,1,Qena,Male,2021,12,11,2965,2022-10-15,subscribed,oLF-028,,5,9,"Campbell, Shaffer and Martinez",2022,10,15,,,,0.0,,808.0
274,2021-12-11,19,1,Qena,Male,2021,12,11,2612,2023-01-11,burned,ppA-916,2023-03-07,8,20,Griffin-Leblanc,2023,1,11,2023.0,3.0,7.0,88.0,55.0,
274,2021-12-11,19,1,Qena,Male,2021,12,11,2862,2023-08-16,burned,hSZ-293,2023-10-14,10,13,Thomas-Nelson,2023,8,16,2023.0,10.0,14.0,217.0,59.0,
275,2023-10-25,8,1,El-Mahalla El-Kubra,Male,2023,10,25,1721,2023-12-23,burned,ssz-986,2023-12-23,9,13,Thomas-Nelson,2023,12,23,2023.0,12.0,23.0,0.0,0.0,
275,2023-10-25,8,1,El-Mahalla El-Kubra,Male,2023,10,25,3523,2024-07-02,subscribed,Mam-965,,7,7,Berry-Anderson,2024,7,2,,,,192.0,,182.0
276,2022-05-25,2,2,Alexandria,Female,2022,5,25,139,2022-08-03,burned,NbG-567,2022-09-02,10,13,Thomas-Nelson,2022,8,3,2022.0,9.0,2.0,0.0,30.0,
276,2022-05-25,2,2,Alexandria,Female,2022,5,25,4499,2022-12-25,burned,Qkw-428,2023-02-10,6,15,Butler-Gomez,2022,12,25,2023.0,2.0,10.0,144.0,47.0,
276,2022-05-25,2,2,Alexandria,Female,2022,5,25,4266,2023-03-30,burned,Byd-025,2023-06-12,10,13,Thomas-Nelson,2023,3,30,2023.0,6.0,12.0,95.0,74.0,
276,2022-05-25,2,2,Alexandria,Female,2022,5,25,4119,2023-03-31,subscribed,EEl-528,,8,20,Griffin-Leblanc,2023,3,31,,,,1.0,,641.0
276,2022-05-25,2,2,Alexandria,Female,2022,5,25,1791,2024-04-12,burned,QCY-898,2024-06-04,1,11,"Smith, Lawson and Hernandez",2024,4,12,2024.0,6.0,4.0,378.0,53.0,
276,2022-05-25,2,2,Alexandria,Female,2022,5,25,4053,2024-05-09,burned,Fnw-747,2024-07-15,9,13,Thomas-Nelson,2024,5,9,2024.0,7.0,15.0,27.0,67.0,
276,2022-05-25,2,2,Alexandria,Female,2022,5,25,191,2024-05-21,subscribed,IbV-498,,6,15,Butler-Gomez,2024,5,21,,,,12.0,,224.0
276,2022-05-25,2,2,Alexandria,Female,2022,5,25,4288,2024-06-12,subscribed,USe-197,,5,9,"Campbell, Shaffer and Martinez",2024,6,12,,,,22.0,,202.0
277,2022-05-08,1,1,Cairo,Male,2022,5,8,928,2022-06-01,subscribed,ykx-272,,7,7,Berry-Anderson,2022,6,1,,,,0.0,,944.0
277,2022-05-08,1,1,Cairo,Male,2022,5,8,4157,2022-08-07,burned,MmW-696,2022-09-24,6,15,Butler-Gomez,2022,8,7,2022.0,9.0,24.0,67.0,48.0,
277,2022-05-08,1,1,Cairo,Male,2022,5,8,2325,2022-09-30,burned,OBY-562,2022-10-06,5,9,"Campbell, Shaffer and Martinez",2022,9,30,2022.0,10.0,6.0,54.0,6.0,
277,2022-05-08,1,1,Cairo,Male,2022,5,8,1445,2022-12-10,burned,fFv-069,2023-01-23,4,15,Butler-Gomez,2022,12,10,2023.0,1.0,23.0,71.0,44.0,
277,2022-05-08,1,1,Cairo,Male,2022,5,8,1607,2022-12-26,burned,xid-697,2023-01-29,8,20,Griffin-Leblanc,2022,12,26,2023.0,1.0,29.0,16.0,34.0,
277,2022-05-08,1,1,Cairo,Male,2022,5,8,3629,2023-05-11,subscribed,LFm-550,,1,11,"Smith, Lawson and Hernandez",2023,5,11,,,,136.0,,600.0
277,2022-05-08,1,1,Cairo,Male,2022,5,8,2035,2023-05-13,burned,Gom-094,2023-07-30,10,13,Thomas-Nelson,2023,5,13,2023.0,7.0,30.0,2.0,78.0,
277,2022-05-08,1,1,Cairo,Male,2022,5,8,440,2024-05-14,burned,BHZ-317,2024-08-03,8,20,Griffin-Leblanc,2024,5,14,2024.0,8.0,3.0,367.0,81.0,
277,2022-05-08,1,1,Cairo,Male,2022,5,8,2812,2024-06-26,subscribed,Php-672,,2,18,Lewis LLC,2024,6,26,,,,43.0,,188.0
278,2021-09-03,15,2,Aswan,Female,2021,9,3,2992,2022-08-08,subscribed,rZL-766,,4,15,Butler-Gomez,2022,8,8,,,,0.0,,876.0
278,2021-09-03,15,2,Aswan,Female,2021,9,3,2754,2022-10-05,subscribed,Eto-841,,8,20,Griffin-Leblanc,2022,10,5,,,,58.0,,818.0
278,2021-09-03,15,2,Aswan,Female,2021,9,3,4856,2023-01-02,subscribed,kZV-438,,5,9,"Campbell, Shaffer and Martinez",2023,1,2,,,,89.0,,729.0
278,2021-09-03,15,2,Aswan,Female,2021,9,3,1070,2023-06-03,subscribed,TNo-444,,10,13,Thomas-Nelson,2023,6,3,,,,152.0,,577.0
278,2021-09-03,15,2,Aswan,Female,2021,9,3,2161,2024-05-24,burned,mAG-385,2024-06-19,7,7,Berry-Anderson,2024,5,24,2024.0,6.0,19.0,356.0,26.0,
279,2022-04-10,1,2,Cairo,Female,2022,4,10,4515,2022-04-25,subscribed,rRR-278,,2,18,Lewis LLC,2022,4,25,,,,0.0,,981.0
279,2022-04-10,1,2,Cairo,Female,2022,4,10,297,2023-04-16,subscribed,rny-837,,3,8,Medina-Foster,2023,4,16,,,,356.0,,625.0
279,2022-04-10,1,2,Cairo,Female,2022,4,10,1624,2023-06-21,burned,OwN-458,2023-08-04,3,8,Medina-Foster,2023,6,21,2023.0,8.0,4.0,66.0,44.0,
279,2022-04-10,1,2,Cairo,Female,2022,4,10,603,2024-03-31,burned,soM-208,2024-06-24,1,11,"Smith, Lawson and Hernandez",2024,3,31,2024.0,6.0,24.0,284.0,85.0,
279,2022-04-10,1,2,Cairo,Female,2022,4,10,3066,2024-04-25,subscribed,thA-387,,7,7,Berry-Anderson,2024,4,25,,,,25.0,,250.0
279,2022-04-10,1,2,Cairo,Female,2022,4,10,2030,2024-05-30,subscribed,cor-596,,6,15,Butler-Gomez,2024,5,30,,,,35.0,,215.0
280,2022-11-08,5,1,Port Said,Male,2022,11,8,2195,2023-08-20,burned,aSn-521,2023-09-07,6,15,Butler-Gomez,2023,8,20,2023.0,9.0,7.0,0.0,18.0,
280,2022-11-08,5,1,Port Said,Male,2022,11,8,518,2024-02-09,burned,vKl-203,2024-04-09,10,13,Thomas-Nelson,2024,2,9,2024.0,4.0,9.0,173.0,60.0,
280,2022-11-08,5,1,Port Said,Male,2022,11,8,3047,2024-02-16,burned,AvZ-159,2024-02-20,9,13,Thomas-Nelson,2024,2,16,2024.0,2.0,20.0,7.0,4.0,
281,2022-05-11,16,1,Minya,Male,2022,5,11,1086,2023-05-12,subscribed,VIL-314,,1,11,"Smith, Lawson and Hernandez",2023,5,12,,,,0.0,,599.0
281,2022-05-11,16,1,Minya,Male,2022,5,11,2439,2023-09-04,burned,ith-262,2023-11-20,1,11,"Smith, Lawson and Hernandez",2023,9,4,2023.0,11.0,20.0,115.0,77.0,
281,2022-05-11,16,1,Minya,Male,2022,5,11,1707,2023-09-05,subscribed,WIt-282,,9,13,Thomas-Nelson,2023,9,5,,,,1.0,,483.0
282,2023-08-03,19,1,Qena,Male,2023,8,3,176,2023-11-24,subscribed,Hpy-280,,2,18,Lewis LLC,2023,11,24,,,,0.0,,403.0
282,2023-08-03,19,1,Qena,Male,2023,8,3,4730,2023-12-13,subscribed,XYQ-449,,5,9,"Campbell, Shaffer and Martinez",2023,12,13,,,,19.0,,384.0
282,2023-08-03,19,1,Qena,Male,2023,8,3,3006,2024-01-01,burned,xNA-313,2024-01-29,5,9,"Campbell, Shaffer and Martinez",2024,1,1,2024.0,1.0,29.0,19.0,28.0,
282,2023-08-03,19,1,Qena,Male,2023,8,3,4710,2024-03-08,burned,MJy-948,2024-03-31,7,7,Berry-Anderson,2024,3,8,2024.0,3.0,31.0,67.0,23.0,
282,2023-08-03,19,1,Qena,Male,2023,8,3,3764,2024-04-30,subscribed,JlW-855,,6,15,Butler-Gomez,2024,4,30,,,,53.0,,245.0
283,2024-01-08,4,2,Shubra El-Kheima,Female,2024,1,8,3624,2024-02-27,burned,UTb-122,2024-04-23,2,18,Lewis LLC,2024,2,27,2024.0,4.0,23.0,0.0,56.0,
283,2024-01-08,4,2,Shubra El-Kheima,Female,2024,1,8,1862,2024-03-07,subscribed,EVT-163,,4,15,Butler-Gomez,2024,3,7,,,,9.0,,299.0
283,2024-01-08,4,2,Shubra El-Kheima,Female,2024,1,8,4721,2024-03-11,subscribed,ywa-862,,5,9,"Campbell, Shaffer and Martinez",2024,3,11,,,,4.0,,295.0
283,2024-01-08,4,2,Shubra El-Kheima,Female,2024,1,8,1523,2024-03-17,subscribed,Pzz-713,,2,18,Lewis LLC,2024,3,17,,,,6.0,,289.0
283,2024-01-08,4,2,Shubra El-Kheima,Female,2024,1,8,3242,2024-03-27,subscribed,qkR-801,,1,11,"Smith, Lawson and Hernandez",2024,3,27,,,,10.0,,279.0
283,2024-01-08,4,2,Shubra El-Kheima,Female,2024,1,8,3291,2024-04-03,subscribed,iTN-408,,10,13,Thomas-Nelson,2024,4,3,,,,7.0,,272.0
283,2024-01-08,4,2,Shubra El-Kheima,Female,2024,1,8,1062,2024-04-04,burned,OyA-056,2024-05-02,8,20,Griffin-Leblanc,2024,4,4,2024.0,5.0,2.0,1.0,28.0,
283,2024-01-08,4,2,Shubra El-Kheima,Female,2024,1,8,3048,2024-05-19,burned,xlK-255,2024-07-07,2,18,Lewis LLC,2024,5,19,2024.0,7.0,7.0,45.0,49.0,
283,2024-01-08,4,2,Shubra El-Kheima,Female,2024,1,8,3401,2024-07-10,burned,TKh-849,2024-07-30,2,18,Lewis LLC,2024,7,10,2024.0,7.0,30.0,52.0,20.0,
284,2023-07-23,3,1,Giza,Male,2023,7,23,1723,2023-09-09,subscribed,AfP-493,,1,11,"Smith, Lawson and Hernandez",2023,9,9,,,,0.0,,479.0
284,2023-07-23,3,1,Giza,Male,2023,7,23,891,2023-12-25,subscribed,SBQ-471,,7,7,Berry-Anderson,2023,12,25,,,,107.0,,372.0
284,2023-07-23,3,1,Giza,Male,2023,7,23,148,2024-01-17,subscribed,sPm-260,,4,15,Butler-Gomez,2024,1,17,,,,23.0,,349.0
284,2023-07-23,3,1,Giza,Male,2023,7,23,2219,2024-04-15,burned,tKg-003,2024-05-15,9,13,Thomas-Nelson,2024,4,15,2024.0,5.0,15.0,89.0,30.0,
284,2023-07-23,3,1,Giza,Male,2023,7,23,4980,2024-04-18,subscribed,DRU-273,,4,15,Butler-Gomez,2024,4,18,,,,3.0,,257.0
284,2023-07-23,3,1,Giza,Male,2023,7,23,3435,2024-05-23,burned,qfZ-450,2024-08-20,3,8,Medina-Foster,2024,5,23,2024.0,8.0,20.0,35.0,89.0,
285,2024-06-09,17,2,Damanhur,Female,2024,6,9,3675,2024-06-26,subscribed,xoL-678,,8,20,Griffin-Leblanc,2024,6,26,,,,0.0,,188.0
286,2021-10-03,17,2,Damanhur,Female,2021,10,3,1745,2023-08-05,burned,nHE-574,2023-10-16,8,20,Griffin-Leblanc,2023,8,5,2023.0,10.0,16.0,0.0,72.0,
286,2021-10-03,17,2,Damanhur,Female,2021,10,3,615,2023-09-24,subscribed,yku-269,,9,13,Thomas-Nelson,2023,9,24,,,,50.0,,464.0
286,2021-10-03,17,2,Damanhur,Female,2021,10,3,2333,2024-01-03,burned,DBE-768,2024-03-19,4,15,Butler-Gomez,2024,1,3,2024.0,3.0,19.0,101.0,76.0,
286,2021-10-03,17,2,Damanhur,Female,2021,10,3,4537,2024-03-18,subscribed,kAo-387,,5,9,"Campbell, Shaffer and Martinez",2024,3,18,,,,75.0,,288.0
287,2022-03-11,12,1,Fayyum,Male,2022,3,11,124,2022-10-23,burned,Rkr-967,2022-11-04,1,11,"Smith, Lawson and Hernandez",2022,10,23,2022.0,11.0,4.0,0.0,12.0,
287,2022-03-11,12,1,Fayyum,Male,2022,3,11,4984,2023-01-21,burned,fVW-616,2023-01-29,9,13,Thomas-Nelson,2023,1,21,2023.0,1.0,29.0,90.0,8.0,
287,2022-03-11,12,1,Fayyum,Male,2022,3,11,2311,2023-03-19,burned,whR-810,2023-04-24,6,15,Butler-Gomez,2023,3,19,2023.0,4.0,24.0,57.0,36.0,
287,2022-03-11,12,1,Fayyum,Male,2022,3,11,4696,2023-04-03,burned,ppC-684,2023-06-24,6,15,Butler-Gomez,2023,4,3,2023.0,6.0,24.0,15.0,82.0,
287,2022-03-11,12,1,Fayyum,Male,2022,3,11,583,2023-04-19,subscribed,cgu-432,,4,15,Butler-Gomez,2023,4,19,,,,16.0,,622.0
287,2022-03-11,12,1,Fayyum,Male,2022,3,11,4484,2023-05-06,burned,nBG-575,2023-05-13,3,8,Medina-Foster,2023,5,6,2023.0,5.0,13.0,17.0,7.0,
287,2022-03-11,12,1,Fayyum,Male,2022,3,11,259,2023-11-17,burned,OtP-914,2024-01-04,5,9,"Campbell, Shaffer and Martinez",2023,11,17,2024.0,1.0,4.0,195.0,48.0,
287,2022-03-11,12,1,Fayyum,Male,2022,3,11,751,2024-03-23,subscribed,eFh-281,,6,15,Butler-Gomez,2024,3,23,,,,127.0,,283.0
288,2021-09-04,14,1,Damietta,Male,2021,9,4,994,2021-10-03,subscribed,xEJ-645,,10,13,Thomas-Nelson,2021,10,3,,,,0.0,,1185.0
288,2021-09-04,14,1,Damietta,Male,2021,9,4,993,2021-10-10,burned,KhY-596,2021-11-04,6,15,Butler-Gomez,2021,10,10,2021.0,11.0,4.0,7.0,25.0,
288,2021-09-04,14,1,Damietta,Male,2021,9,4,4660,2022-03-16,burned,yze-657,2022-05-28,8,20,Griffin-Leblanc,2022,3,16,2022.0,5.0,28.0,157.0,73.0,
288,2021-09-04,14,1,Damietta,Male,2021,9,4,1017,2022-09-25,burned,MWl-204,2022-11-24,1,11,"Smith, Lawson and Hernandez",2022,9,25,2022.0,11.0,24.0,193.0,60.0,
288,2021-09-04,14,1,Damietta,Male,2021,9,4,5,2022-10-12,burned,qGb-428,2022-11-20,6,15,Butler-Gomez,2022,10,12,2022.0,11.0,20.0,17.0,39.0,
288,2021-09-04,14,1,Damietta,Male,2021,9,4,4146,2022-12-18,subscribed,tOj-562,,2,18,Lewis LLC,2022,12,18,,,,67.0,,744.0
288,2021-09-04,14,1,Damietta,Male,2021,9,4,526,2023-03-19,subscribed,yhk-849,,6,15,Butler-Gomez,2023,3,19,,,,91.0,,653.0
289,2024-03-22,6,2,Suez,Female,2024,3,22,3318,2024-03-22,subscribed,ohM-436,,9,13,Thomas-Nelson,2024,3,22,,,,0.0,,284.0
289,2024-03-22,6,2,Suez,Female,2024,3,22,701,2024-04-01,subscribed,uQg-477,,6,15,Butler-Gomez,2024,4,1,,,,10.0,,274.0
289,2024-03-22,6,2,Suez,Female,2024,3,22,3734,2024-04-08,subscribed,cvh-249,,6,15,Butler-Gomez,2024,4,8,,,,7.0,,267.0
289,2024-03-22,6,2,Suez,Female,2024,3,22,1394,2024-04-17,subscribed,WyA-614,,7,7,Berry-Anderson,2024,4,17,,,,9.0,,258.0
289,2024-03-22,6,2,Suez,Female,2024,3,22,3699,2024-05-17,burned,WZe-304,2024-06-07,7,7,Berry-Anderson,2024,5,17,2024.0,6.0,7.0,30.0,21.0,
